time_s,Vout_V,iL_A,duty,Rload_ohm
0.005270,5.039972,0.523066,0.41687,10.00
0.005280,5.040587,0.516637,0.41681,10.00
0.005290,5.040905,0.510122,0.41675,10.00
0.005300,5.041012,0.503569,0.41672,10.00
0.005310,5.041172,0.496983,0.41667,10.00
0.005320,5.041032,0.490384,0.41665,10.00
0.005330,5.040594,0.483820,0.41663,10.00
0.005340,5.039862,0.477338,0.41663,10.00
0.005350,5.038750,0.470987,0.41665,10.00
0.005360,5.036985,0.464855,0.41670,10.00
0.005370,5.034957,0.459017,0.41677,10.00
0.005380,5.032683,0.453515,0.41686,10.00
0.005390,5.030180,0.448387,0.41696,10.00
0.005400,5.027571,0.443669,0.41707,10.00
0.005410,5.025183,0.439344,0.41716,10.00
0.005420,5.022621,0.435409,0.41727,10.00
0.005430,5.019904,0.431892,0.41739,10.00
0.005440,5.017051,0.428815,0.41751,10.00
0.005450,5.013901,0.426201,0.41765,10.00
0.005460,5.009932,0.424155,0.41784,10.00
0.005470,5.005906,0.422746,0.41803,10.00
0.005480,5.001851,0.421984,0.41823,10.00
0.005490,4.997799,0.421872,0.41843,10.00
0.005500,4.993734,0.422408,0.41864,10.00
0.005510,4.989560,0.423607,0.41885,10.00
0.005520,4.985477,0.425471,0.41907,10.00
0.005530,4.981515,0.427984,0.41928,10.00
0.005540,4.977702,0.431125,0.41949,10.00
0.005550,4.974495,0.434870,0.41969,10.00
0.005560,4.973197,0.438984,0.41978,10.00
0.005570,4.972097,0.443297,0.41986,10.00
0.005580,4.971202,0.447778,0.41993,10.00
0.005590,4.970518,0.452394,0.41999,10.00
0.005600,4.969778,0.457110,0.42003,10.00
0.005610,4.968177,0.462023,0.42014,10.00
0.005620,4.966814,0.467182,0.42024,10.00
0.005630,4.965696,0.472549,0.42032,10.00
0.005640,4.964832,0.478085,0.42040,10.00
0.005650,4.964456,0.483748,0.42046,10.00
0.005660,4.965257,0.489387,0.42045,10.00
0.005670,4.966307,0.494887,0.42043,10.00
0.005680,4.967597,0.500209,0.42039,10.00
0.005690,4.969117,0.505315,0.42034,10.00
0.005700,4.970650,0.510167,0.42028,10.00
0.005710,4.971576,0.514831,0.42026,10.00
0.005720,4.972704,0.519338,0.42023,10.00
0.005730,4.974027,0.523656,0.42019,10.00
